,Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Date,Day,Hour
4471,4472,2023-07-30 23:05:00,Van,FTG-461-POU-987,B-102,Regular,Medium,120,70,"12.936687032945434, 77.53113977439017",75,HR78AB0123,1,2023-07-30,30,23
4017,4018,2023-07-30 23:42:00,Sedan,FTG-007-JKL-210,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",78,KA34MN0123,0,2023-07-30,30,23
3111,3112,2023-07-31 00:08:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",52,KL89ST4567,0,2023-07-31,31,0
3930,3931,2023-07-31 00:12:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",68,GA67LM2345,0,2023-07-31,31,0
3843,3844,2023-07-31 00:43:00,SUV,FTG-129-QPZ-543,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,TN89JK0123,0,2023-07-31,31,0
4126,4127,2023-07-31 02:26:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",72,DL45MN4567,0,2023-07-31,31,2
4986,4987,2023-07-31 02:32:00,Car,FTG-446-PNI-432,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",66,AP34AB6789,0,2023-07-31,31,2
2746,2747,2023-07-31 07:23:00,Car,FTG-247-XCV-119,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",45,KA79AB1122,0,2023-07-31,31,7
1272,1273,2023-07-31 07:30:00,Sedan,FTG-905-DEF-890,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,MH80KL1234,1,2023-07-31,31,7
2859,2860,2023-07-31 10:18:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,KA87DE6789,0,2023-07-31,31,10
4321,4322,2023-07-31 12:12:00,Car,FTG-105-MNO-555,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",49,GA12IJ0123,0,2023-07-31,31,12
4900,4901,2023-07-31 16:27:00,SUV,FTG-360-QAZ-210,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",53,AP67KL2345,0,2023-07-31,31,16
3603,3604,2023-07-31 17:02:00,Van,FTG-957-PLN-109,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,MH45QR4567,0,2023-07-31,31,17
3799,3800,2023-07-31 17:14:00,Van,FTG-108-ZXC-765,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",94,TN45AB4567,0,2023-07-31,31,17
1690,1691,2023-07-31 17:45:00,Truck,FTG-261-CDE-234,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",58,KA11UV2845,0,2023-07-31,31,17
2563,2564,2023-07-31 18:20:00,Bus ,FTG-054-OKM-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",95,KA78RS8401,0,2023-07-31,31,18
1992,1993,2023-07-31 20:50:00,Van,FTG-689-KLM-123,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",49,KA32AB9012,0,2023-07-31,31,20
3821,3822,2023-07-31 21:28:00,Sedan,FTG-117-JKL-109,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,TN67ST2345,0,2023-07-31,31,21
3203,3204,2023-07-31 21:33:00,Truck,FTG-884-POU-078,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",52,GJ67OP6789,0,2023-07-31,31,21
2929,2930,2023-07-31 22:18:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",74,KA67AB0123,0,2023-07-31,31,22
1174,1175,2023-07-31 23:00:00,Sedan,FTG-379-JKL-012,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",62,AP48WX5678,0,2023-07-31,31,23
4622,4623,2023-08-01 01:26:00,Car,FTG-082-XCV-432,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",48,KA89QR6789,0,2023-08-01,1,1
1993,1994,2023-08-01 03:35:00,Sedan,FTG-922-NOP-456,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",76,KA54CD2345,0,2023-08-01,1,3
1175,1176,2023-08-01 03:40:00,SUV,FTG-502-MNO-345,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,GA48YZ9012,0,2023-08-01,1,3
2340,2341,2023-08-01 06:45:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,MH03UV1234,0,2023-08-01,1,6
3268,3269,2023-08-01 11:10:00,Sedan,FTG-525-VBN-765,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",89,GJ45EF6789,0,2023-08-01,1,11
1273,1274,2023-08-01 12:05:00,SUV,FTG-138-GHI-123,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,AP81MN5678,0,2023-08-01,1,12
3581,3582,2023-08-01 13:48:00,Truck,FTG-935-EDC-765,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,KA90ZL5678,0,2023-08-01,1,13
4256,4257,2023-08-01 17:59:00,SUV,FTG-060-RST-000,B-102,Express,Large,140,70,"12.936687032945434, 77.53113977439017",47,KA23EF2245,1,2023-08-01,1,17
3995,3996,2023-08-01 19:28:00,Van,FTG-273-UIP-132,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",78,KA12UV3456,0,2023-08-01,1,19
927,928,2023-08-01 20:15:00,Truck,FTG-780-TGB-213,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",78,KA02OP0423,0,2023-08-01,1,20
550,551,2023-08-01 20:15:00,Van,FTG-631-ZAS-942,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",60,KA62KL2045,1,2023-08-01,1,20
2179,2180,2023-08-01 23:45:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,MH50OP9012,0,2023-08-01,1,23
3647,3648,2023-08-02 00:29:00,SUV,FTG-001-XYZ-987,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,KA34BC2345,0,2023-08-02,2,0
2611,2612,2023-08-02 01:34:00,SUV,FTG-112-ZXC-454,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",94,KA18IJ0123,1,2023-08-02,2,1
4751,4752,2023-08-02 02:32:00,Van,FTG-211-QWE-987,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",88,TN78UV2345,1,2023-08-02,2,2
2350,2351,2023-08-02 05:15:00,Sedan,FTG-310-MAO-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",46,AP07OP9012,0,2023-08-02,2,5
1176,1177,2023-08-02 09:15:00,Bus ,FTG-735-PQR-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,MH48AB1234,0,2023-08-02,2,9
1994,1995,2023-08-02 09:25:00,SUV,FTG-155-QRS-789,B-102,Express,Large,140,120,"12.936687032945434, 77.53113977439017",63,KA76EF5678,1,2023-08-02,2,9
1274,1275,2023-08-02 15:40:00,Bus ,FTG-371-JKL-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",45,GA81OP9012,0,2023-08-02,2,15
3176,3177,2023-08-02 16:53:00,Van,FTG-615-DCV-755,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",54,KL67IJ4567,0,2023-08-02,2,16
2449,2450,2023-08-02 18:45:00,SUV,FTG-409-RST-543,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",94,AP40EF9012,0,2023-08-02,2,18
1691,1692,2023-08-02 22:30:00,Van,FTG-494-FGH-567,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",63,KA12WX6889,0,2023-08-02,2,22
3020,3021,2023-08-02 22:33:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",69,KA01WX2345,0,2023-08-02,2,22
2585,2586,2023-08-02 22:34:00,Car,FTG-066-PLM-210,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",85,KA56JK0223,1,2023-08-02,2,22
2698,2699,2023-08-02 23:05:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",46,KA98MN0123,0,2023-08-02,2,23
4300,4301,2023-08-03 00:24:00,Car,FTG-290-RYD-210,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",56,GA67ST6789,0,2023-08-03,3,0
2951,2952,2023-08-03 01:18:00,Truck,FTG-452-BVC-684,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,KA67PQ0123,0,2023-08-03,3,1
3133,3134,2023-08-03 03:28:00,Truck,FTG-814-KJH-198,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",53,KL12GH4567,0,2023-08-03,3,3
4364,4365,2023-08-03 04:13:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",47,GA45QR6789,0,2023-08-03,3,4
4579,4580,2023-08-03 09:23:00,Bus ,FTG-039-UGY-321,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",95,AP23GH6789,1,2023-08-03,3,9
4943,4944,2023-08-03 10:29:00,Bus ,FTG-403-PQR-323,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,AP01ST4567,0,2023-08-03,3,10
2499,2500,2023-08-03 11:15:00,Bus ,FTG-459-WQX-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,KA67AB3456,0,2023-08-03,3,11
2489,2490,2023-08-03 12:45:00,Van,FTG-449-RFD-543,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",77,KA67OP3456,0,2023-08-03,3,12
1177,1178,2023-08-03 13:50:00,Car,FTG-968-STU-901,A-101,Regular,Small,100,90,"12.84197701525119, 77.67547528176169",75,AP49CD5678,1,2023-08-03,3,13
2479,2480,2023-08-03 14:15:00,Car,FTG-439-UTY-543,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",88,AP50MN5678,0,2023-08-03,3,14
2469,2470,2023-08-03 15:45:00,Sedan,FTG-429-QSZ-543,A-101,Regular,Medium,115,100,"13.21331620748757, 77.55413526894684",91,MH46ST7890,1,2023-08-03,3,15
1995,1996,2023-08-03 16:10:00,Bus ,FTG-388-TUV-012,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",88,KA98GH9012,0,2023-08-03,3,16
2459,2460,2023-08-03 17:15:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,GA43YZ9012,0,2023-08-03,3,17
4665,4666,2023-08-03 17:28:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",73,AP23KL7890,0,2023-08-03,3,17
4793,4794,2023-08-03 18:34:00,Van,FTG-253-NBH-329,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",82,UP56EF6789,0,2023-08-03,3,18
4407,4408,2023-08-03 19:15:00,Truck,FTG-397-PLN-209,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",43,HR78ST9012,0,2023-08-03,3,19
1275,1276,2023-08-03 21:20:00,Car,FTG-604-MNO-789,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,MH81QR3456,0,2023-08-03,3,21
2399,2400,2023-08-03 21:45:00,Sedan,FTG-359-WUX-543,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",78,GA23IJ7890,0,2023-08-03,3,21
2190,2191,2023-08-03 22:30:00,SUV,FTG-150-HGT-214,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",52,GA54KL1234,0,2023-08-03,3,22
3225,3226,2023-08-03 23:33:00,Van,FTG-100-GHI-432,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",53,GJ89CD6789,0,2023-08-03,3,23
1692,1693,2023-08-04 00:45:00,Sedan,FTG-727-IJK-890,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",70,KA13YZ0123,0,2023-08-04,4,0
3042,3043,2023-08-04 01:13:00,Truck,FTG-623-NMK-351,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",44,KA34KL5345,0,2023-08-04,4,1
1276,1277,2023-08-04 02:55:00,Motorcycle,FTG-837-PQR-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",62,AP82ST7890,0,2023-08-04,4,2
3516,3517,2023-08-04 04:32:00,Car,FTG-870-POI-210,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",55,KA89AA1234,0,2023-08-04,4,4
3887,3888,2023-08-04 08:10:00,Car,FTG-709-RST-534,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,GA34EF0123,0,2023-08-04,4,8
4170,4171,2023-08-04 08:53:00,Van,FTG-160-QKZ-210,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",77,DL89WX4567,0,2023-08-04,4,8
4450,4451,2023-08-04 11:17:00,Van,FTG-440-POU-211,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",61,BR45AB2345,0,2023-08-04,4,11
4536,4537,2023-08-04 18:21:00,SUV,FTG-606-GHI-432,B-102,Express,Large,145,125,"13.21331620748757, 77.55413526894684",49,RJ78AB2345,1,2023-08-04,4,18
1178,1179,2023-08-04 18:30:00,Motorcycle,FTG-201-VWX-234,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",70,GA49EF9012,0,2023-08-04,4,18
2168,2169,2023-08-04 20:00:00,Sedan,FTG-128-WSX-876,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",70,AP47ST7890,0,2023-08-04,4,20
2409,2410,2023-08-04 20:15:00,Car,FTG-369-NBH-543,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",81,MH26CD5678,0,2023-08-04,4,20
1996,1997,2023-08-04 21:55:00,Car,FTG-621-WXY-345,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",74,KA23IJ2343,0,2023-08-04,4,21
3734,3735,2023-08-04 22:59:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",65,MH01GH8901,0,2023-08-04,4,22
1693,1694,2023-08-05 03:15:00,SUV,FTG-960-LMN-123,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",74,KA14AB3456,0,2023-08-05,5,3
1997,1998,2023-08-05 04:45:00,Motorcycle,FTG-854-ZAB-678,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",96,KA45KL5678,0,2023-08-05,5,4
4235,4236,2023-08-05 05:10:00,SUV,FTG-039-VWX-999,B-102,Regular,Large,140,120,"12.936687032945434, 77.53113977439017",49,KA12OP0901,1,2023-08-05,5,5
1277,1278,2023-08-05 06:30:00,Truck,FTG-070-STU-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,GA82UV1234,0,2023-08-05,5,6
3974,3975,2023-08-05 07:40:00,Van,FTG-938-AWX-928,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",53,GA01VW8901,0,2023-08-05,5,7
4708,4709,2023-08-05 10:30:00,Truck,FTG-168-DCV-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",48,TN45MN0123,0,2023-08-05,5,10
2768,2769,2023-08-05 10:33:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,KA03DE9012,0,2023-08-05,5,10
4836,4837,2023-08-05 10:36:00,Sedan,FTG-296-LMK-435,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,MH34YZ6789,0,2023-08-05,5,10
2881,2882,2023-08-05 13:28:00,Truck,FTG-360-QAZ-290,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",84,KA67NP0123,0,2023-08-05,5,13
3314,3315,2023-08-05 18:30:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",76,KA23AB5678,0,2023-08-05,5,18
2419,2420,2023-08-05 18:45:00,Van,FTG-379-RFD-543,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",90,AP30WX5678,0,2023-08-05,5,18
1179,1180,2023-08-05 23:05:00,Truck,FTG-434-YZA-567,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,MH49GH3456,0,2023-08-05,5,23
4493,4494,2023-08-06 02:19:00,Sedan,FTG-483-LKJ-321,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",76,TN23ST4567,0,2023-08-06,6,2
4879,4880,2023-08-06 03:39:00,SUV,FTG-339-UTY-545,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,MH67GH8901,0,2023-08-06,6,3
1180,1181,2023-08-06 03:40:00,Van,FTG-667-BCD-890,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,AP50IJ7890,0,2023-08-06,6,3
2360,2361,2023-08-06 03:45:00,Car,FTG-320-TAU-210,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",59,GA10IJ7890,0,2023-08-06,6,3
1694,1695,2023-08-06 05:30:00,Bus ,FTG-193-ABC-678,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",79,KA15CD7890,0,2023-08-06,6,5
800,801,2023-08-06 08:15:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",45,KA17IJ8991,0,2023-08-06,6,8
892,893,2023-08-06 08:15:00,Truck,FTG-745-DCF-762,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",78,KA94WX3456,0,2023-08-06,6,8
1998,1999,2023-08-06 10:40:00,Truck,FTG-087-CDE-901,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",61,KA67MN9012,0,2023-08-06,6,10
1278,1279,2023-08-06 11:10:00,Van,FTG-303-VWX-678,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,MH82WX5678,0,2023-08-06,6,11
2201,2202,2023-08-06 23:15:00,Truck,FTG-161-POU-982,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,AP58GH3456,0,2023-08-06,6,23
2369,2370,2023-08-07 02:15:00,Truck,FTG-329-QJZ-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",73,GA13AB1234,0,2023-08-07,7,2
810,811,2023-08-07 06:45:00,Sedan,FTG-567-MKF-104,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",98,KA47CD6729,0,2023-08-07,7,6
902,903,2023-08-07 06:45:00,SUV,FTG-755-EDC-761,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",75,KA26QR2345,0,2023-08-07,7,6
1695,1696,2023-08-07 07:45:00,Car,FTG-426-DEF-901,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",65,KA16EF1234,0,2023-08-07,7,7
1181,1182,2023-08-07 09:20:00,Sedan,FTG-890-EFG-123,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",84,GA50KL1234,0,2023-08-07,7,9
4083,4084,2023-08-07 11:24:00,Car,FTG-073-KJG-109,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",77,KA90NO3456,0,2023-08-07,7,11
1279,1280,2023-08-07 15:50:00,Sedan,FTG-536-YZA-901,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",75,AP83YZ9012,1,2023-08-07,7,15
1999,2000,2023-08-07 16:30:00,Van,FTG-320-FGH-234,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",85,KA89OP2345,0,2023-08-07,7,16
2429,2430,2023-08-07 17:15:00,Bus ,FTG-389-QAZ-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,GA33QR3456,0,2023-08-07,7,17
4922,4923,2023-08-07 20:41:00,Bus ,FTG-382-XCV-651,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,AP90CD0123,0,2023-08-07,7,20
934,935,2023-08-07 21:48:00,Truck,FTG-787-HGT-103,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",85,KA23CD6739,0,2023-08-07,7,21
2212,2213,2023-08-08 00:00:00,Bus ,FTG-172-QAZ-657,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,GA61AB1234,0,2023-08-08,8,0
820,821,2023-08-08 05:15:00,Car,FTG-577-LMK-103,A-101,Express,Small,60,0,"13.042660878688794, 77.47580097259879",67,KA77WX6449,1,2023-08-08,8,5
912,913,2023-08-08 05:15:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",96,KA56KL0123,0,2023-08-08,8,5
3778,3779,2023-08-08 05:26:00,Van,FTG-106-OKM-099,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,AP67YZ2345,0,2023-08-08,8,5
4386,4387,2023-08-08 07:26:00,Truck,FTG-170-CDE-000,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",59,GJ45CD8901,0,2023-08-08,8,7
1696,1697,2023-08-08 10:15:00,Motorcycle,FTG-659-GHI-234,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",68,KA17GH5678,0,2023-08-08,8,10
3713,3714,2023-08-08 12:10:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",80,MH23YZ4567,0,2023-08-08,8,12
1182,1183,2023-08-08 13:55:00,SUV,FTG-123-HIJ-456,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,MH50MN5678,0,2023-08-08,8,13
750,751,2023-08-08 15:45:00,Car,FTG-510-UVW-690,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",24,KA65MN6489,0,2023-08-08,8,15
842,843,2023-08-08 15:45:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",80,KA44AB0123,0,2023-08-08,8,15
1280,1281,2023-08-08 20:25:00,SUV,FTG-769-BCD-234,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,GA83AB1234,0,2023-08-08,8,20
944,945,2023-08-08 21:53:00,SUV,FTG-797-PLN-100,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",59,KA53YZ6899,0,2023-08-08,8,21
2000,2001,2023-08-08 23:15:00,Sedan,FTG-553-IJK-567,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",52,KA12QR5678,0,2023-08-08,8,23
2379,2380,2023-08-09 00:45:00,SUV,FTG-339-UTY-543,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",79,MH16UV1234,1,2023-08-09,9,0
1281,1282,2023-08-09 01:00:00,Bus ,FTG-902-EFG-567,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",93,MH83CD5678,1,2023-08-09,9,1
2520,2521,2023-08-09 02:19:00,SUV,FTG-121-BVC-765,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",68,KA45JK6781,0,2023-08-09,9,2
2001,2002,2023-08-09 05:05:00,SUV,FTG-786-LMN-890,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,KA34ST9012,0,2023-08-09,9,5
3337,3338,2023-08-09 05:33:00,Van,FTG-594-KJH-098,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",90,KA01UV8901,0,2023-08-09,9,5
4061,4062,2023-08-09 07:10:00,Bus ,FTG-060-QAZ-210,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",60,KA78VW6789,0,2023-08-09,9,7
2995,2996,2023-08-09 07:38:00,Sedan,FTG-496-LMK-452,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",79,KA12CD4567,1,2023-08-09,9,7
3691,3692,2023-08-09 07:56:00,Car,FTG-045-DCF-765,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,KA78LM8901,0,2023-08-09,9,7
1697,1698,2023-08-09 12:30:00,Truck,FTG-892-JKL-567,C-103,Regular,Large,300,110,"12.936687032945434, 77.53113977439017",82,KA18IJ9012,1,2023-08-09,9,12
760,761,2023-08-09 14:15:00,Van,FTG-517-LKI-191,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",34,KA95GH4467,1,2023-08-09,9,14
852,853,2023-08-09 14:15:00,Sedan,FTG-705-LMN-764,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",45,KA74UV0123,0,2023-08-09,9,14
1183,1184,2023-08-09 18:30:00,Bus ,FTG-356-KLM-789,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,AP51OP9012,0,2023-08-09,9,18
954,955,2023-08-09 21:56:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",63,KA83ST6689,0,2023-08-09,9,21
1184,1185,2023-08-10 00:10:00,Car,FTG-589-NOP-012,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",47,GA51QR3456,0,2023-08-10,10,0
2223,2224,2023-08-10 00:45:00,Van,FTG-183-LKJ-328,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",90,AP65WX5678,0,2023-08-10,10,0
3756,3757,2023-08-10 02:12:00,Truck,FTG-130-LPO-218,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",55,KA89OP1234,1,2023-08-10,10,2
922,923,2023-08-10 03:45:00,Sedan,FTG-775-YUI-764,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",73,KA86EF8901,0,2023-08-10,10,3
830,831,2023-08-10 03:45:00,Van,FTG-587-HGT-101,B-102,Express,Medium,110,60,"13.042660878688794, 77.47580097259879",45,KA08CD4567,1,2023-08-10,10,3
2633,2634,2023-08-10 04:48:00,Bus ,FTG-134-RRV-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",88,KA38WX0123,0,2023-08-10,10,4
1282,1283,2023-08-10 06:40:00,Car,FTG-135-HIJ-890,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,AP84EF9012,0,2023-08-10,10,6
4772,4773,2023-08-10 06:46:00,Van,FTG-232-IXC-654,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",47,TN89KL6789,0,2023-08-10,10,6
3429,3430,2023-08-10 07:02:00,Sedan,FTG-782-XCV-654,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",80,KA90OP8901,0,2023-08-10,10,7
3538,3539,2023-08-10 08:45:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,KA34KL1234,0,2023-08-10,10,8
2002,2003,2023-08-10 10:55:00,Bus ,FTG-919-OPQ-123,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,KA56UV2145,0,2023-08-10,10,10
4601,4602,2023-08-10 12:37:00,Car,FTG-061-POU-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",85,KA78AB2345,0,2023-08-10,10,12
862,863,2023-08-10 12:45:00,Car,FTG-715-DCV-764,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",45,KA04OP8901,0,2023-08-10,10,12
770,771,2023-08-10 12:45:00,Bus ,FTG-430-IJK-570,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",56,KA25AB2345,0,2023-08-10,10,12
3382,3383,2023-08-10 12:58:00,Bus ,FTG-735-EDC-765,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",77,KA78YZ5678,0,2023-08-10,10,12
1698,1699,2023-08-10 14:45:00,Van,FTG-125-MNO-890,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",60,KA19KL2345,0,2023-08-10,10,14
